model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,mileage_per_year,engine_category,fuel_efficiency,tax_category,price_segment
 Focus,2018,19999,Manual,7918,Petrol,145,41.5,2.0,8,879.7777777777778,medium,medium,medium,Luxury
 Fiesta,2014,8449,Manual,58671,Petrol,145,47.9,1.6,12,4513.153846153846,medium,medium,medium,Budget
 Fiesta,2017,9999,Manual,32000,Diesel,0,78.5,1.5,9,3200.0,medium,high,low,Economy
 Fiesta,2014,5750,Manual,73000,Petrol,30,54.3,1.2,12,5615.384615384615,small,medium,low,Budget
 Fiesta,2015,4990,Manual,45000,Petrol,125,54.3,1.2,11,3750.0,small,medium,medium,Budget
 Kuga,2016,11499,Manual,38693,Diesel,125,60.1,2.0,10,3517.5454545454545,medium,high,medium,Premium
 B-MAX,2016,7636,Manual,21471,Diesel,0,74.3,1.5,10,1951.909090909091,medium,high,low,Budget
 Focus,2013,5939,Manual,70199,Diesel,20,67.3,1.6,13,5014.214285714285,medium,high,low,Budget
 Grand C-MAX,2016,9799,Manual,37020,Diesel,30,64.2,1.5,10,3365.4545454545455,medium,high,low,Economy
 B-MAX,2016,8599,Manual,21091,Diesel,0,74.4,1.5,10,1917.3636363636363,medium,high,low,Budget
 Focus,2017,11748,Manual,22638,Petrol,145,51.4,1.5,9,2263.8,medium,medium,medium,Premium
 Focus,2015,12999,Manual,48542,Diesel,20,67.3,2.0,11,4045.1666666666665,medium,high,low,Premium
 Mondeo,2015,12999,Automatic,51438,Petrol,235,38.2,2.0,11,4286.5,medium,low,high,Premium
 C-MAX,2015,9546,Manual,38080,Diesel,30,64.2,2.0,11,3173.3333333333335,medium,high,low,Economy
 Focus,2016,9799,Manual,22333,Diesel,0,74.3,1.5,10,2030.2727272727273,medium,high,low,Economy
 Focus,2013,6799,Automatic,45194,Petrol,160,44.8,1.6,13,3228.1428571428573,medium,medium,medium,Budget
 Focus,2014,7096,Manual,53767,Diesel,20,67.3,1.6,12,4135.923076923077,medium,high,low,Budget
 Fiesta,2018,12999,Automatic,7706,Petrol,145,54.3,1.0,8,856.2222222222222,small,medium,medium,Premium
 Fiesta,2011,5176,Manual,50234,Diesel,20,68.9,1.4,15,3139.625,medium,high,low,Budget
 Fiesta,2013,6412,Manual,32166,Petrol,30,54.3,1.2,13,2297.5714285714284,small,medium,low,Budget
 Focus,2017,17299,Manual,26062,Diesel,145,67.3,2.0,9,2606.2,medium,high,medium,Luxury
 Kuga,2015,12500,Manual,58150,Diesel,150,54.3,2.0,11,4845.833333333333,medium,medium,medium,Premium
 Fiesta,2017,7800,Manual,34257,Petrol,0,65.7,1.0,9,3425.7,small,high,low,Budget
 KA,2013,3900,Manual,57830,Petrol,30,57.7,1.2,13,4130.714285714285,small,medium,low,Budget
 Fiesta,2014,4395,Manual,83780,Petrol,30,54.3,1.2,12,6444.615384615385,small,medium,low,Budget
 Focus,2012,4795,Manual,73626,Diesel,20,67.3,1.6,14,4908.4,medium,high,low,Budget
 Focus,2016,7500,Manual,82955,Diesel,0,74.3,1.5,10,7541.363636363636,medium,high,low,Budget
 Focus,2012,6000,Manual,73913,Diesel,20,67.3,1.6,14,4927.533333333334,medium,high,low,Budget
 Focus,2015,9800,Manual,29188,Diesel,20,67.3,1.6,11,2432.3333333333335,medium,high,low,Economy
 Kuga,2013,9661,Manual,75282,Diesel,200,47.9,2.0,13,5377.285714285715,medium,medium,high,Economy
 Fiesta,2017,7699,Manual,24983,Petrol,0,65.7,1.0,9,2498.3,small,high,low,Budget
 C-MAX,2016,9999,Manual,17698,Diesel,20,68.9,1.5,10,1608.909090909091,medium,high,low,Economy
 Focus,2019,18250,Automatic,3492,Diesel,145,64.2,2.0,7,436.5,medium,high,medium,Luxury
 Focus,2019,16525,Automatic,3220,Diesel,145,64.2,2.0,7,402.5,medium,high,medium,Luxury
 Focus,2018,14525,Automatic,9534,Petrol,145,48.7,1.0,8,1059.3333333333333,small,medium,medium,Premium
 Focus,2018,14575,Automatic,10999,Petrol,145,48.7,1.0,8,1222.111111111111,small,medium,medium,Premium
 Focus,2018,16000,Automatic,5675,Diesel,145,67.3,1.5,8,630.5555555555555,medium,high,medium,Luxury
 C-MAX,2016,8899,Automatic,44336,Diesel,20,64.2,1.5,10,4030.5454545454545,medium,high,low,Budget
 Fiesta,2016,9632,Manual,18814,Petrol,20,62.8,1.0,10,1710.3636363636363,small,high,low,Economy
 Fiesta,2017,8503,Manual,13080,Petrol,125,54.3,1.2,9,1308.0,small,medium,medium,Budget
 Focus,2016,7842,Manual,71364,Diesel,0,74.3,1.5,10,6487.636363636364,medium,high,low,Budget
 Focus,2018,18890,Manual,1454,Petrol,145,41.5,2.0,8,161.55555555555554,medium,medium,medium,Luxury
 Focus,2019,17199,Automatic,3305,Diesel,145,64.2,2.0,7,413.125,medium,high,medium,Luxury
 Focus,2019,17999,Automatic,4134,Diesel,145,64.2,2.0,7,516.75,medium,high,medium,Luxury
 Focus,2019,17999,Automatic,5491,Diesel,145,64.2,2.0,7,686.375,medium,high,medium,Luxury
 Focus,2019,17499,Manual,1986,Diesel,145,62.8,2.0,7,248.25,medium,high,medium,Luxury
 Fiesta,2016,8439,Manual,19764,Petrol,0,65.7,1.0,10,1796.7272727272727,small,high,low,Budget
 Fiesta,2017,8600,Manual,21780,Petrol,0,65.7,1.0,9,2178.0,small,high,low,Budget
 Fiesta,2018,9399,Manual,31824,Petrol,145,65.7,1.0,8,3536.0,small,high,medium,Economy
 Focus,2015,8495,Manual,40746,Diesel,0,74.3,1.5,11,3395.5,medium,high,low,Budget
 Fiesta,2016,10400,Manual,26403,Petrol,0,65.7,1.0,10,2400.2727272727275,small,high,low,Economy
 Kuga,2019,17300,Manual,11448,Petrol,145,34.4,1.5,7,1431.0,medium,low,medium,Luxury
 Fiesta,2016,9500,Manual,29512,Petrol,0,65.7,1.0,10,2682.909090909091,small,high,low,Economy
 Focus,2016,11200,Manual,38635,Petrol,0,74.3,1.5,10,3512.2727272727275,medium,high,low,Economy
 Fiesta,2016,10900,Manual,5765,Petrol,0,65.7,1.0,10,524.0909090909091,small,high,low,Economy
 Fiesta,2016,11400,Manual,18342,Petrol,145,47.9,1.6,10,1667.4545454545455,medium,medium,medium,Premium
 Fiesta,2015,9000,Automatic,22093,Petrol,0,57.7,1.0,11,1841.0833333333333,small,medium,low,Economy
 Focus,2017,11800,Automatic,22008,Petrol,145,51.4,1.0,9,2200.8,small,medium,medium,Premium
 Fiesta,2015,8100,Manual,26605,Petrol,0,65.7,1.0,11,2217.0833333333335,small,high,low,Budget
 Kuga,2013,9700,Manual,46719,Diesel,145,53.3,2.0,13,3337.0714285714284,medium,medium,medium,Economy
 Fiesta,2018,11300,Manual,32139,Petrol,145,65.7,1.0,8,3571.0,small,high,medium,Premium
 Mondeo,2018,16800,Automatic,17960,Diesel,145,58.9,2.0,8,1995.5555555555557,medium,medium,medium,Luxury
 Grand C-MAX,2016,9126,Manual,38670,Diesel,30,64.2,1.5,10,3515.4545454545455,medium,high,low,Economy
 Focus,2016,9511,Manual,19276,Petrol,20,60.1,1.0,10,1752.3636363636363,small,high,low,Economy
 Fiesta,2017,10780,Manual,16711,Diesel,145,78.5,1.5,9,1671.1,medium,high,medium,Economy
 Mondeo,2016,10499,Manual,47635,Diesel,0,78.5,1.5,10,4330.454545454545,medium,high,low,Economy
 Fiesta,2017,11512,Manual,13146,Diesel,145,88.3,1.5,9,1314.6,medium,high,medium,Premium
 B-MAX,2016,9189,Manual,12444,Diesel,0,74.4,1.5,10,1131.2727272727273,medium,high,low,Economy
 Kuga,2019,16199,Manual,11154,Petrol,145,34.4,1.5,7,1394.25,medium,low,medium,Luxury
 Galaxy,2012,8773,Manual,39653,Petrol,235,39.2,1.6,14,2643.5333333333333,medium,low,high,Budget
 S-MAX,2016,16999,Automatic,40166,Diesel,145,52.3,2.0,10,3651.4545454545455,medium,medium,medium,Luxury
 Focus,2017,13395,Manual,13338,Petrol,145,57.7,1.0,9,1333.8,small,medium,medium,Premium
 Fiesta,2014,7552,Manual,26219,Petrol,30,54.3,1.2,12,2016.8461538461538,small,medium,low,Budget
 Focus,2013,6190,Manual,69000,Diesel,20,67.3,1.6,13,4928.571428571428,medium,high,low,Budget
 Fiesta,2016,9033,Manual,13454,Petrol,0,65.7,1.0,10,1223.090909090909,small,high,low,Economy
 S-MAX,2016,16399,Manual,24886,Diesel,125,56.5,2.0,10,2262.3636363636365,medium,medium,medium,Luxury
 Grand C-MAX,2016,11499,Automatic,19135,Diesel,125,56.5,2.0,10,1739.5454545454545,medium,medium,medium,Premium
 B-MAX,2015,8099,Automatic,23115,Petrol,160,44.1,1.6,11,1926.25,medium,medium,medium,Budget
 C-MAX,2016,10290,Manual,34000,Diesel,20,68.9,1.5,10,3090.909090909091,medium,high,low,Economy
 Grand C-MAX,2016,9999,Manual,36511,Diesel,30,64.2,1.5,10,3319.181818181818,medium,high,low,Economy
 Kuga,2015,13731,Manual,29000,Diesel,145,54.3,2.0,11,2416.6666666666665,medium,medium,medium,Premium
 KA,2011,2650,Manual,30475,Petrol,30,57.7,1.2,15,1904.6875,small,medium,low,Budget
 Fiesta,2019,18917,Manual,7968,Petrol,145,40.3,1.5,7,996.0,medium,medium,medium,Luxury
 Fiesta,2018,8899,Manual,36512,Petrol,145,65.7,1.0,8,4056.8888888888887,small,high,medium,Budget
 Fiesta,2016,8250,Manual,13838,Petrol,125,54.3,1.2,10,1258.0,small,medium,medium,Budget
 Fiesta,2015,7250,Manual,37224,Petrol,0,65.7,1.0,11,3102.0,small,high,low,Budget
 Focus,2017,10750,Manual,23000,Petrol,145,60.1,1.0,9,2300.0,small,high,medium,Economy
 Fiesta,2009,5450,Manual,45000,Diesel,20,67.3,1.6,17,2500.0,medium,high,low,Budget
 Fiesta,2014,7999,Manual,40000,Petrol,30,54.3,1.2,12,3076.923076923077,small,medium,low,Budget
 Focus,2015,7990,Manual,55000,Diesel,0,74.3,1.5,11,4583.333333333333,medium,high,low,Budget
 Fiesta,2012,5650,Manual,64000,Petrol,145,48.7,1.6,14,4266.666666666667,medium,medium,medium,Budget
 EcoSport,2015,8450,Manual,41000,Petrol,125,53.3,1.0,11,3416.6666666666665,small,medium,medium,Budget
 Fiesta,2013,6950,Manual,54000,Petrol,0,65.7,1.0,13,3857.1428571428573,small,high,low,Budget
 Kuga,2016,12500,Manual,47000,Diesel,125,60.1,2.0,10,4272.727272727273,medium,high,medium,Premium
 Fiesta,2012,4500,Manual,74731,Petrol,150,48.7,1.4,14,4982.066666666667,medium,medium,medium,Budget
 Fiesta,2016,7999,Manual,34547,Petrol,0,65.7,1.0,10,3140.6363636363635,small,high,low,Budget
 Mondeo,2005,675,Manual,97000,Diesel,205,48.7,2.0,21,4409.090909090909,medium,medium,high,Budget
 Focus,2012,6500,Manual,66100,Diesel,20,67.3,1.6,14,4406.666666666667,medium,high,low,Budget
 Focus,2017,12128,Manual,21399,Petrol,145,57.7,1.0,9,2139.9,small,medium,medium,Premium
 Focus,2017,12270,Manual,18866,Petrol,145,57.7,1.0,9,1886.6,small,medium,medium,Premium
 Kuga,2014,10899,Manual,42021,Diesel,160,47.9,2.0,12,3232.3846153846152,medium,medium,medium,Economy
 Focus,2015,9495,Manual,30408,Diesel,20,67.3,1.6,11,2534.0,medium,high,low,Economy
 Focus,2015,10299,Automatic,38286,Diesel,30,64.2,2.0,11,3190.5,medium,high,low,Economy
 Kuga,2019,16399,Manual,6134,Petrol,145,39.2,1.5,7,766.75,medium,low,medium,Luxury
 Fiesta,2015,9299,Automatic,5040,Petrol,30,57.7,1.0,11,420.0,small,medium,low,Economy
 Kuga,2016,12454,Manual,35755,Diesel,125,60.1,2.0,10,3250.4545454545455,medium,high,medium,Premium
 Fiesta,2016,8500,Manual,29368,Petrol,20,62.8,1.0,10,2669.818181818182,small,high,low,Budget
 EcoSport,2017,9399,Manual,15285,Petrol,145,44.8,1.5,9,1528.5,medium,medium,medium,Economy
 KA,2015,4749,Manual,32897,Petrol,30,57.7,1.2,11,2741.4166666666665,small,medium,low,Budget
 Grand C-MAX,2016,9999,Manual,27169,Diesel,30,64.2,1.5,10,2469.909090909091,medium,high,low,Economy
 S-MAX,2017,17999,Manual,16018,Diesel,145,56.5,2.0,9,1601.8,medium,medium,medium,Luxury
 Mondeo,2015,11495,Manual,9719,Diesel,0,78.5,1.5,11,809.9166666666666,medium,high,low,Premium
 Focus,2013,6545,Manual,47738,Diesel,20,67.3,1.6,13,3409.8571428571427,medium,high,low,Budget
 Focus,2014,7499,Manual,20798,Petrol,30,56.5,1.0,12,1599.8461538461538,small,medium,low,Budget
 Fiesta,2012,5366,Manual,54754,Petrol,145,48.7,1.4,14,3650.266666666667,medium,medium,medium,Budget
 Kuga,2016,10499,Manual,53592,Diesel,125,60.1,2.0,10,4872.0,medium,high,medium,Economy
 Fiesta,2015,7812,Manual,46995,Petrol,20,62.8,1.0,11,3916.25,small,high,low,Budget
 S-MAX,2016,17988,Manual,36918,Diesel,125,56.5,2.0,10,3356.181818181818,medium,medium,medium,Luxury
 Grand C-MAX,2016,10249,Automatic,24087,Diesel,30,58.9,1.5,10,2189.7272727272725,medium,medium,low,Economy
 KA,2015,5192,Manual,22366,Petrol,30,57.7,1.2,11,1863.8333333333333,small,medium,low,Budget
 Focus,2019,18200,Manual,5184,Diesel,145,70.6,2.0,7,648.0,medium,high,medium,Luxury
 Focus,2019,16125,Manual,1388,Petrol,145,51.4,1.5,7,173.5,medium,medium,medium,Luxury
 Fiesta,2012,4699,Manual,66302,Petrol,145,48.7,1.4,14,4420.133333333333,medium,medium,medium,Budget
 B-MAX,2016,8999,Manual,8629,Diesel,0,74.4,1.5,10,784.4545454545455,medium,high,low,Budget
 Fiesta,2013,7426,Manual,38766,Petrol,0,65.7,1.0,13,2769.0,small,high,low,Budget
 KA,2012,4195,Manual,19959,Petrol,30,57.7,1.2,14,1330.6,small,medium,low,Budget
 Edge,2016,19400,Manual,11655,Diesel,160,48.7,2.0,10,1059.5454545454545,medium,medium,medium,Luxury
 C-MAX,2016,9265,Manual,33092,Diesel,20,68.9,1.5,10,3008.3636363636365,medium,high,low,Economy
 Fiesta,2017,10399,Manual,19059,Diesel,145,88.3,1.5,9,1905.9,medium,high,medium,Economy
 Focus,2017,10099,Manual,28099,Diesel,0,74.3,1.5,9,2809.9,medium,high,low,Economy
 Grand C-MAX,2016,10099,Manual,17621,Diesel,30,64.2,1.5,10,1601.909090909091,medium,high,low,Economy
 Fiesta,2017,12299,Manual,13615,Petrol,145,47.9,1.6,9,1361.5,medium,medium,medium,Premium
 Fiesta,2017,9271,Manual,30160,Petrol,0,65.7,1.0,9,3016.0,small,high,low,Economy
 Kuga,2017,16499,Automatic,35167,Diesel,145,54.3,2.0,9,3516.7,medium,medium,medium,Luxury
 Focus,2015,8225,Manual,33786,Diesel,0,74.3,1.5,11,2815.5,medium,high,low,Budget
 Galaxy,2017,17999,Manual,34036,Diesel,125,56.5,2.0,9,3403.6,medium,medium,medium,Luxury
 Focus,2011,5999,Automatic,48370,Petrol,160,44.1,1.6,15,3023.125,medium,medium,medium,Budget
 Grand C-MAX,2011,6499,Manual,48718,Petrol,200,40.9,1.6,15,3044.875,medium,medium,high,Budget
 Focus,2017,9999,Automatic,39198,Diesel,145,74.3,1.5,9,3919.8,medium,high,medium,Economy
 Fiesta,2014,8699,Manual,44663,Petrol,145,47.9,1.6,12,3435.6153846153848,medium,medium,medium,Budget
 Fiesta,2016,8099,Manual,12072,Petrol,125,54.3,1.2,10,1097.4545454545455,small,medium,medium,Budget
 Focus,2019,17999,Automatic,3824,Diesel,145,64.2,2.0,7,478.0,medium,high,medium,Luxury
 Grand C-MAX,2016,9268,Manual,42619,Diesel,30,64.2,1.5,10,3874.4545454545455,medium,high,low,Economy
 Focus,2018,14650,Manual,11144,Diesel,145,74.3,1.5,8,1238.2222222222222,medium,high,medium,Premium
 EcoSport,2019,13475,Manual,7669,Diesel,145,67.3,1.5,7,958.625,medium,high,medium,Premium
 Focus,2016,9999,Manual,27343,Diesel,0,74.3,1.5,10,2485.7272727272725,medium,high,low,Economy
 Fiesta,2016,6789,Manual,24162,Petrol,125,54.3,1.2,10,2196.5454545454545,small,medium,medium,Budget
 Mondeo,2016,10999,Automatic,54347,Diesel,125,57.7,2.0,10,4940.636363636364,medium,medium,medium,Economy
 Mondeo,2015,8390,Manual,52352,Diesel,20,68.9,2.0,11,4362.666666666667,medium,high,low,Budget
 Fiesta,2014,8466,Manual,8454,Petrol,0,65.7,1.0,12,650.3076923076923,small,high,low,Budget
 S-MAX,2016,15199,Manual,22589,Diesel,125,56.5,2.0,10,2053.5454545454545,medium,medium,medium,Premium
 Focus,2017,11999,Manual,18153,Petrol,145,51.4,1.5,9,1815.3,medium,medium,medium,Premium
 Mondeo,2018,14399,Automatic,28201,Diesel,145,45.6,2.0,8,3133.4444444444443,medium,medium,medium,Premium
 C-MAX,2016,9399,Automatic,35724,Diesel,20,64.2,1.5,10,3247.6363636363635,medium,high,low,Economy
 Galaxy,2017,19223,Manual,8204,Diesel,145,56.5,2.0,9,820.4,medium,medium,medium,Luxury
 Fiesta,2017,8699,Manual,42013,Petrol,145,62.8,1.0,9,4201.3,small,high,medium,Budget
 Focus,2017,18899,Manual,11010,Petrol,145,41.5,2.0,9,1101.0,medium,medium,medium,Luxury
 Focus,2017,10671,Manual,36013,Diesel,145,74.3,1.5,9,3601.3,medium,high,medium,Economy
 Fiesta,2013,6799,Manual,35938,Petrol,30,54.3,1.2,13,2567.0,small,medium,low,Budget
 Mondeo,2015,8299,Manual,84637,Diesel,20,68.9,2.0,11,7053.083333333333,medium,high,low,Budget
 Fiesta,2015,6980,Manual,28329,Petrol,125,54.3,1.2,11,2360.75,small,medium,medium,Budget
 KA,2013,3820,Manual,45804,Petrol,30,57.7,1.2,13,3271.714285714286,small,medium,low,Budget
 Focus,2019,18125,Automatic,3376,Diesel,145,64.2,2.0,7,422.0,medium,high,medium,Luxury
 Focus,2019,17999,Manual,1291,Diesel,145,62.8,2.0,7,161.375,medium,high,medium,Luxury
 Focus,2019,17850,Automatic,4233,Diesel,145,74.3,1.5,7,529.125,medium,high,medium,Luxury
 Kuga,2017,15165,Manual,13720,Petrol,145,45.6,1.5,9,1372.0,medium,medium,medium,Premium
 Kuga,2016,10999,Manual,34879,Diesel,125,60.1,2.0,10,3170.818181818182,medium,high,medium,Economy
 Fiesta,2016,7599,Manual,15385,Petrol,125,54.3,1.2,10,1398.6363636363637,small,medium,medium,Budget
 Focus,2017,15400,Manual,10253,Diesel,20,67.3,2.0,9,1025.3,medium,high,low,Luxury
 Focus,2017,11489,Manual,26549,Diesel,145,74.3,1.5,9,2654.9,medium,high,medium,Premium
 Fiesta,2016,9643,Manual,29842,Petrol,0,65.7,1.0,10,2712.909090909091,small,high,low,Economy
 Kuga,2015,10781,Automatic,50323,Diesel,145,52.3,2.0,11,4193.583333333333,medium,medium,medium,Economy
 Focus,2017,17451,Manual,14584,Diesel,145,67.3,2.0,9,1458.4,medium,high,medium,Luxury
 Fiesta,2015,8524,Manual,58363,Petrol,145,47.9,1.6,11,4863.583333333333,medium,medium,medium,Budget
 Focus,2016,9399,Manual,32041,Diesel,0,74.3,1.5,10,2912.818181818182,medium,high,low,Economy
 KA,2015,5791,Manual,17398,Petrol,30,57.7,1.2,11,1449.8333333333333,small,medium,low,Budget
 Fiesta,2014,7432,Manual,32500,Petrol,30,54.3,1.2,12,2500.0,small,medium,low,Budget
 Focus,2017,11695,Manual,21502,Diesel,145,74.3,1.5,9,2150.2,medium,high,medium,Premium
 Focus,2017,11649,Manual,23765,Diesel,145,74.3,1.5,9,2376.5,medium,high,medium,Premium
 Focus,2017,10752,Manual,22936,Petrol,145,60.1,1.0,9,2293.6,small,high,medium,Economy
 Fiesta,2016,10199,Manual,22632,Petrol,145,47.9,1.6,10,2057.4545454545455,medium,medium,medium,Economy
 Focus,2017,10499,Manual,23077,Petrol,145,60.1,1.0,9,2307.7,small,high,medium,Economy
 Fiesta,2015,7499,Manual,49636,Petrol,0,65.7,1.0,11,4136.333333333333,small,high,low,Budget
 Fiesta,2018,9699,Manual,26402,Petrol,145,64.2,1.1,8,2933.5555555555557,small,high,medium,Economy
 Fiesta,2014,7679,Manual,41217,Petrol,0,65.7,1.0,12,3170.5384615384614,small,high,low,Budget
 Focus,2015,9799,Manual,28024,Diesel,0,74.3,1.5,11,2335.3333333333335,medium,high,low,Economy
 Focus,2014,7673,Automatic,30093,Petrol,160,44.8,1.6,12,2314.846153846154,medium,medium,medium,Budget
 Mondeo,2018,14399,Automatic,24842,Diesel,145,45.6,2.0,8,2760.222222222222,medium,medium,medium,Premium
 Grand C-MAX,2016,9999,Manual,29843,Diesel,30,64.2,1.5,10,2713.0,medium,high,low,Economy
 Grand C-MAX,2016,9999,Manual,28772,Diesel,30,64.2,1.5,10,2615.6363636363635,medium,high,low,Economy
 Fiesta,2014,7446,Manual,26513,Petrol,0,65.7,1.0,12,2039.4615384615386,small,high,low,Budget
 Mondeo,2012,7499,Automatic,28139,Diesel,160,50.4,2.0,14,1875.9333333333334,medium,medium,medium,Budget
 Fiesta,2017,9899,Manual,22711,Diesel,145,88.3,1.5,9,2271.1,medium,high,medium,Economy
 Fiesta,2015,8669,Manual,16925,Petrol,0,65.7,1.0,11,1410.4166666666667,small,high,low,Budget
 Fiesta,2015,6799,Manual,43670,Diesel,0,88.3,1.5,11,3639.1666666666665,medium,high,low,Budget
 Fiesta,2016,7744,Manual,22692,Petrol,125,54.3,1.2,10,2062.909090909091,small,medium,medium,Budget
 Kuga,2014,10399,Manual,48739,Diesel,160,47.9,2.0,12,3749.153846153846,medium,medium,medium,Economy
 Focus,2018,10798,Manual,14678,Petrol,145,61.4,1.0,8,1630.888888888889,small,high,medium,Economy
 Kuga,2014,9870,Manual,39663,Diesel,145,53.3,2.0,12,3051.0,medium,medium,medium,Economy
 Grand C-MAX,2016,9999,Manual,31860,Diesel,30,64.2,1.5,10,2896.3636363636365,medium,high,low,Economy
 Fiesta,2015,8284,Manual,11498,Diesel,0,88.3,1.5,11,958.1666666666666,medium,high,low,Budget
 Fiesta,2017,7849,Manual,19298,Petrol,145,65.7,1.0,9,1929.8,small,high,medium,Budget
 Focus,2017,11799,Manual,17315,Diesel,145,74.3,1.5,9,1731.5,medium,high,medium,Premium
 Fiesta,2016,8284,Manual,12956,Petrol,0,65.7,1.0,10,1177.8181818181818,small,high,low,Budget
 Fiesta,2018,12764,Manual,15900,Petrol,145,58.9,1.0,8,1766.6666666666667,small,medium,medium,Premium
 Fiesta,2015,7999,Automatic,19581,Petrol,145,47.9,1.6,11,1631.75,medium,medium,medium,Budget
 Fiesta,2016,8574,Manual,12620,Petrol,0,65.7,1.0,10,1147.2727272727273,small,high,low,Budget
 Fiesta,2018,9698,Manual,14961,Petrol,145,55.4,1.1,8,1662.3333333333333,small,medium,medium,Economy
 Fiesta,2017,9191,Manual,10729,Petrol,145,64.2,1.1,9,1072.9,small,high,medium,Economy
 Kuga,2018,17923,Manual,19908,Diesel,145,60.1,2.0,8,2212.0,medium,high,medium,Luxury
 Fiesta,2016,7058,Manual,15140,Petrol,125,54.3,1.2,10,1376.3636363636363,small,medium,medium,Budget
 Focus,2015,8382,Automatic,34808,Petrol,160,44.8,1.6,11,2900.6666666666665,medium,medium,medium,Budget
 Fiesta,2016,11499,Manual,19436,Petrol,145,47.9,1.6,10,1766.909090909091,medium,medium,medium,Premium
 Focus,2018,12995,Manual,18670,Petrol,145,57.7,1.0,8,2074.4444444444443,small,medium,medium,Premium
 Focus,2017,11295,Manual,19337,Petrol,145,60.1,1.0,9,1933.7,small,high,medium,Premium
 Kuga,2017,14250,Manual,26814,Petrol,160,45.6,1.5,9,2681.4,medium,medium,medium,Premium
 Fiesta,2015,6799,Manual,67391,Petrol,0,65.7,1.0,11,5615.916666666667,small,high,low,Budget
 Kuga,2016,13699,Manual,33338,Diesel,125,60.1,2.0,10,3030.7272727272725,medium,high,medium,Premium
 Fiesta,2015,9880,Manual,37666,Petrol,145,47.9,1.6,11,3138.8333333333335,medium,medium,medium,Economy
 B-MAX,2017,9694,Manual,9073,Petrol,30,55.4,1.0,9,907.3,small,medium,low,Economy
 Focus,2019,18499,Manual,4945,Petrol,145,50.4,1.5,7,618.125,medium,medium,medium,Luxury
 Focus,2013,7182,Manual,56984,Diesel,20,67.3,1.6,13,4070.285714285714,medium,high,low,Budget
 Focus,2018,14299,Manual,7498,Petrol,145,57.7,1.0,8,833.1111111111111,small,medium,medium,Premium
 Fiesta,2017,8999,Manual,6238,Petrol,145,64.2,1.1,9,623.8,small,high,medium,Budget
 S-MAX,2017,18499,Automatic,10172,Diesel,145,52.3,2.0,9,1017.2,medium,medium,medium,Luxury
 Fiesta,2017,8999,Manual,10731,Petrol,145,64.2,1.1,9,1073.1,small,high,medium,Budget
 C-MAX,2013,5399,Manual,76156,Petrol,160,42.8,1.6,13,5439.714285714285,medium,medium,medium,Budget
 Focus,2016,8490,Manual,20587,Petrol,20,61.4,1.0,10,1871.5454545454545,small,high,low,Budget
 Focus,2016,13890,Manual,35842,Diesel,20,67.3,2.0,10,3258.3636363636365,medium,high,low,Premium
 Kuga,2015,13590,Automatic,19673,Diesel,150,52.3,2.0,11,1639.4166666666667,medium,medium,medium,Premium
 Focus,2016,14690,Manual,31452,Diesel,20,67.3,2.0,10,2859.2727272727275,medium,high,low,Premium
 Kuga,2018,12999,Automatic,34592,Diesel,145,58.9,1.5,8,3843.5555555555557,medium,medium,medium,Premium
 Kuga,2016,12999,Manual,36061,Diesel,125,60.1,2.0,10,3278.2727272727275,medium,high,medium,Premium
 Fiesta,2014,6499,Manual,30876,Diesel,0,76.4,1.5,12,2375.076923076923,medium,high,low,Budget
 Fiesta,2016,7541,Manual,14299,Petrol,125,54.3,1.2,10,1299.909090909091,small,medium,medium,Budget
 Fiesta,2018,11980,Manual,20257,Petrol,145,65.7,1.0,8,2250.777777777778,small,high,medium,Premium
 Fiesta,2018,10999,Manual,25424,Diesel,145,58.9,1.5,8,2824.8888888888887,medium,medium,medium,Economy
 Grand Tourneo Connect,2017,24500,Manual,9000,Diesel,145,64.2,1.5,9,900.0,medium,high,medium,Luxury
 Fiesta,2018,9990,Manual,20528,Petrol,145,56.5,1.0,8,2280.8888888888887,small,medium,medium,Economy
 EcoSport,2016,8690,Manual,16838,Petrol,160,44.8,1.5,10,1530.7272727272727,medium,medium,medium,Budget
 Focus,2013,5995,Manual,58610,Petrol,145,47.9,1.6,13,4186.428571428572,medium,medium,medium,Budget
 Mondeo,2002,895,Manual,136784,Petrol,300,36.2,1.8,24,5471.36,medium,low,high,Budget
 Fiesta,2015,7390,Manual,36236,Petrol,0,65.7,1.0,11,3019.6666666666665,small,high,low,Budget
 Fiesta,2019,12790,Manual,10824,Petrol,145,58.9,1.0,7,1353.0,small,medium,medium,Premium
 B-MAX,2017,9490,Manual,9850,Petrol,145,56.5,1.0,9,985.0,small,medium,medium,Economy
 Fiesta,2017,7990,Manual,24003,Petrol,145,64.2,1.1,9,2400.3,small,high,medium,Budget
 C-MAX,2018,12699,Manual,8702,Petrol,145,55.4,1.0,8,966.8888888888889,small,medium,medium,Premium
 Fusion,2011,3999,Manual,35006,Petrol,200,42.8,1.6,15,2187.875,medium,medium,high,Budget
 Kuga,2017,13968,Manual,23452,Diesel,30,64.2,1.5,9,2345.2,medium,high,low,Premium
 Focus,2013,6143,Manual,40428,Petrol,20,58.9,1.0,13,2887.714285714286,small,medium,low,Budget
 Focus,2015,12942,Manual,30768,Petrol,200,41.5,2.0,11,2564.0,medium,medium,high,Premium
